Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
19912.0,1.46151216572631,-0.687758745186399,-0.944643075801322,-1.43137300142566,1.50011404572751,3.48597993858479,-1.23117017775461,0.751679669371453,0.710073125446483,0.183118113831782,0.581160027574026,-3.0139650559823,1.63615496796988,1.10709154932304,-1.03961394752486,0.872870774941725,0.912291947764214,-1.05212678922137,1.10998002514847,0.11652429561538,-0.228148473239656,-0.457089833585989,-0.0524451835278929,0.969250387731349,0.695689446839467,-0.267125216471925,-0.0095831589695623,-0.000787235933064,5.0,0
59138.0,1.12681723456551,-0.289906907583719,-0.979766308742343,0.192732813316152,1.94079097364478,3.72243356379686,-0.53019945239221,0.900659195100362,0.350930602162881,-0.134576721258502,-0.497232328742953,0.313043915599518,-0.160789611359411,0.113751020928843,0.0297643386303564,0.0473991036072208,-0.561730669886113,-0.0806585407790832,0.401844091568683,0.0979051578299763,-0.270354312970174,-0.897611148812417,-0.0638440820156254,0.986335977712542,0.65527004099173,-0.517458801523424,0.0283919988892899,0.0314944460799719,71.66,0
79833.0,0.549081555827037,-1.14104495025113,-0.231071308371185,0.449642410925159,-0.929744837888144,-1.19197047118102,0.720468240938694,-0.431351175627602,0.192559488641895,-0.436925992915845,-0.12052989916823,0.637250668386636,0.298362975637843,0.193006061465539,0.128554028766119,-0.39737532499849,0.183922583188553,-0.833910026491114,0.120838634392811,0.695041210689428,0.166861751274855,-0.214468494212276,-0.384788974137341,0.849906728227846,0.372914228304358,1.05990860731128,-0.165052655168816,0.0623730126992895,384.0,0
156875.0,2.03098177417105,-0.229035730974579,-0.894341757587905,0.337490338105875,-0.343291815815452,-1.00301512584408,-0.076130283743798,-0.244948647519666,0.762127621910082,0.0556041727442733,-0.778461518453571,0.307954492386747,-0.0410512304866884,0.168628447111018,0.277905092951343,-0.0312599999720033,-0.291737471195947,-0.574437845810322,-0.0991720344516705,-0.210956583879347,-0.0211886349203364,0.0978331256936942,0.211829868551368,0.0280796111591319,-0.222037325354969,0.558494176118106,-0.0657544931880694,-0.0605917254414074,10.0,0
153613.0,-0.912659667836148,-0.305366818007106,-0.571258513683152,0.143467614471691,1.22475209435807,-0.169618652241826,1.1372660777525,-0.0530518337348717,-0.0193290631191932,-1.53860729857193,-1.14546829425224,-0.368601808220348,0.147056405694719,-1.62018968839388,0.278792569530007,-0.246349583944102,1.29746192752979,0.650576056899129,1.28855608181556,0.779672540767272,-0.0111267764271755,-0.418488109470865,0.464651950596763,-0.115696678268641,-0.160410807936953,0.044976359204874,0.0772577754162298,0.235712064898724,234.57,0
160205.0,2.02504942935969,0.0774045564102412,-1.41075786890231,0.622064193436456,-0.0578152868698085,-1.25340583232368,0.0381961543767662,-0.251612248430087,0.966017064226136,-0.581898876771947,-0.601274293650342,-0.0463904110369335,-0.518272028568228,-0.928066409776802,0.520918754284331,0.208597535590665,0.572065120856665,0.351111470253421,-0.185550897898591,-0.235369286329179,-0.0685720317868895,-0.0084955731038278,0.135699974988387,-0.138850837294032,-0.0004452516859299,-0.336317814883903,0.0136205846654388,-0.0230058246565497,5.91,0
78532.0,1.40169560997979,-1.23404993761347,0.0895844859915124,-1.61125780645954,-1.05703177194004,0.166833791940512,-1.08649814813435,0.0994663810883002,-1.98653346581824,1.56289524423931,0.737158863926427,-0.612206868911014,-0.0090052158651538,-0.0089232836295749,0.232599149135118,-0.266335110666033,0.317751526135232,0.302806220537912,-0.0637023006361526,-0.276482910840113,-0.161375473871001,-0.188876019879895,-0.0628953697626247,-0.691316467767831,0.343360249244516,-0.154500434014442,0.0303887372065623,0.0065848474835807,55.0,0
20583.0,1.10766705485439,0.0910194699724569,1.05536016557901,1.35696926689125,-0.629724199219521,0.0446311766009625,-0.651610374009167,0.238418069259239,1.58219956911535,-0.150843229024415,2.26063269290325,-2.57805432957101,-0.414648706461224,2.19428674378559,0.231344518839574,0.354607554668324,0.340581603158959,0.696402231467395,-0.959300447164373,-0.333971358962024,0.0410717891693702,0.319433203104514,0.0075019378681601,0.107576242278617,0.292078813020965,-0.322147055968431,0.0166006085339178,0.0091585456013431,3.0,0
41180.0,1.08071089802848,-0.672194656829645,1.08104173038594,-1.01846344900463,-1.58420640319508,-1.08620384136651,-0.471171756305528,-0.156960979007242,1.81223611406844,-1.29626830195524,0.20489110707556,1.72363051406865,1.20783127928878,-0.544231416852634,0.71572610069615,-0.793671893957962,0.202992532931121,-0.396236837034484,0.66275071290451,0.125559014033989,0.0192959466593726,0.251578531235601,-0.0305147416400672,1.01210151024076,0.334623621697497,-0.0810269488420356,0.0446342079481243,0.046254533424523,78.0,0
63108.0,1.04121454248393,0.26884286870288,1.04626686872411,2.84220065033541,-0.499187583435329,0.0066199739830212,-0.13788879545121,0.120542176716858,-0.152483978997725,0.482235865217335,-0.414433794754597,0.133540653615736,-0.794215310089984,-0.0104088419648569,-0.620445087170824,-0.32416055745515,0.357280168304306,-1.07153529363508,-1.17757607390592,-0.225731097209117,-0.0128150434450218,0.119914156065474,0.0066162952824942,0.605269084630347,0.455444608669198,0.0745613251230686,0.0187630583573909,0.0241798892153165,22.3,0
121102.0,-0.535121153439712,-0.431501706587741,1.15378062942601,-2.50779229787712,0.41655649305067,0.0512994711707693,0.079779770284788,-0.137137410764384,-0.744886440919485,0.236491913953566,-0.150886478404577,-0.403023229167951,0.490540286631986,-0.786698459297202,-1.17187100317385,1.71525412976666,-0.898257236569569,-0.302669882390078,0.489971709924979,0.125569240761757,0.350120658370978,1.08200526979546,-0.424687655394715,-0.990870662194728,-0.0093570748856914,-0.195308339403269,-0.172320155998928,-0.0606642874518155,34.99,0
146267.0,-0.629285896059877,1.37978749908678,-0.297017925205877,-1.39329679516582,1.48965482338306,-0.885138671820824,1.87244400858959,-0.523914471377923,-0.590964360436635,0.141193554144417,1.11327309038148,0.731298001652437,0.265175231147018,0.446132812117889,-0.678330855417119,-0.630348018943261,-0.726160465233803,0.0042415761398995,0.279980430287229,0.248376456685733,0.158709291822277,0.782369409452987,-0.492603469302938,0.834801829874138,0.546615630399798,0.155325007239018,0.0918485478049091,0.0026827041970631,7.57,0
143352.0,1.95504092199146,-0.380782710937387,-0.31501285338234,0.330155451931532,-0.509374248165253,-0.0861974531704895,-0.627977906310739,0.035993722083403,1.05456029821935,-0.0304413407201997,0.624995774387124,1.69149568815551,1.25579039668336,-0.253266461227142,-0.331694981045818,0.307252345680611,-0.930843691622862,0.651665792250448,0.167986640374626,-0.125389993522131,0.23819742366435,0.968304938456782,0.0532080152229518,-0.278601509141168,-0.0449993014469136,-0.216780337457094,0.0451682478186961,-0.0471447916624005,9.99,0
138894.0,-1.29844323295373,1.94810044909488,-4.50994688793757,1.30580476704534,-0.0194859272181987,-0.509237783834405,-2.64339761889288,1.28354519416721,-2.51535570266591,-4.50131480977758,2.09307500991474,-5.41888894354848,-1.2470137120242,-3.82826817896473,0.399050336571034,-6.36649950945483,-7.5509680917538,-4.90276666632221,0.152892032043683,0.250415437314689,1.17803195025635,1.3609885807297,-0.272013060161758,-0.325947896160404,0.290702673395833,0.841294588482068,0.643094248950207,0.201155749649851,0.01,1
46925.0,-0.481531150954278,1.05954227713479,0.647117402910268,0.905586233912649,0.81936824001549,-0.0911835663506086,0.504134851323607,0.161064336313081,-0.765053776949662,-0.55054534794377,1.48028602025778,-0.105359122514952,-0.804841454759319,-0.819901849432008,0.916881766469427,0.201150538864914,0.874890632270019,0.941476678511478,0.272698476205832,-0.0425151328862889,0.0706328691882125,0.192490772493404,-0.174659253437827,-0.438908072947488,0.239258996609831,-0.217823405004998,-0.0728522476980958,0.0104633125817071,1.0,1
139581.0,2.05903986019206,-0.791904199016739,-1.34113021241003,-0.502836649990375,-0.432037802258941,-0.760557281827216,-0.242199596489243,-0.332732219632972,-0.683538787689179,0.901321784884439,-0.836254572035242,0.199406494302735,1.12202406774112,0.0726406604149173,0.540084885243141,-1.33519661617965,-0.336330269638096,1.01994317061125,-0.986306024987384,-0.384001181853813,-0.189186216049583,-0.138138493452942,0.16429313217545,0.769179306893383,-0.17119979366534,0.639346787825908,-0.0696869123207765,-0.0397653767733759,77.42,0
120562.0,0.0892492472524203,0.292014404166136,0.467066304389333,-0.221644652619726,0.159539446134034,0.144651246249597,0.305107075388785,-0.0018372629290194,1.39188458567141,-0.946419928154515,-1.48070564092609,-1.01794842949814,-1.81245306955911,-1.93998381442514,-1.00242265333875,0.102765689227409,0.816764978537816,0.655163991394271,-0.348861154206411,-0.188103149085209,0.183657437439186,0.95873811582991,-0.14801418110034,0.59239331999742,-0.650882860324729,0.582408292637984,-0.161231640371138,-0.101377517705015,32.04,0
38290.0,-1.08188161232988,-0.862656396626027,1.94743782775233,-0.869253736933512,0.683162886903752,-0.0522775787591907,-0.3137538272013,0.132333473705413,-1.76158712383224,0.640642048956118,1.65178432650377,0.185182022864107,-0.10239969190254,0.216449686556281,0.988702863300983,-2.1131303579235,0.518828672369184,0.585295714941854,-0.19996973182188,0.0167046385159093,-0.386442789717752,-0.818189734507207,0.172831389848019,-0.288945299428176,-0.272701610584115,0.963180747715931,-0.181558481476653,-0.155509594075554,37.53,0
